Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (km),Pace (min/km),Time
2461878,Mark Pearce,12870603661,Afternoon Run,,2024-11-10 17:55:56+00:00,3286,Run,"Sandwell, United Kingdom",12.12,4.33,52 m 39 s
2461878,Mark Pearce,12844664441,Maximum capacity calf raises pre-run is a recipie for a weary afternoon,,2024-11-07 12:58:29+00:00,3661,Run,"Birmingham, United Kingdom",12.84,4.35,55 m 52 s
2461878,Mark Pearce,12924437134,Awful running,,2024-11-17 16:57:09+00:00,4616,Run,"Sandwell, United Kingdom",14.34,5.08,1 h 12 m
2461878,Mark Pearce,12877938441,Evening Run,,2024-11-11 18:09:27+00:00,3985,Run,"Sandwell, United Kingdom",12.88,4.73,1 h 0 m
2461878,Mark Pearce,12972760681,Bass Belle 10 Miler,Vs Storm Bert and the clock. Took a big effort reclaiming the course record! Inspired by a visit from Niamh Bridson Hubbard and Phillip Crout,2024-11-24 10:02:04+00:00,3125,Run,"South Cambridgeshire, United Kingdom",16.14,3.23,52 m 5 s
2461878,Mark Pearce,12945737698,Afternoon Run,,2024-11-20 15:01:53+00:00,4285,Run,"Sandwell, United Kingdom",13.57,4.8,1 h 5 m
2461878,Mark Pearce,12995794335,Post-noro,,2024-11-27 15:54:43+00:00,2131,Run,"Sandwell, United Kingdom",7.31,4.58,33 m 30 s
2461878,Mark Pearce,13045735151,Afternoon Run,,2024-12-04 14:09:04+00:00,3932,Run,"Sandwell, United Kingdom",14.74,4.22,1 h 2 m
2461878,Mark Pearce,13031648355,Afternoon Run,,2024-12-02 16:32:50+00:00,4214,Run,"Birmingham, United Kingdom",11.51,4.95,56 m 59 s
2461878,Mark Pearce,13118995026,Pre-feast,,2024-12-15 08:53:13+00:00,3738,Run,"South Cambridgeshire, United Kingdom",16.15,3.7,59 m 48 s
2461878,Mark Pearce,13150570809,Evening Run,,2024-12-19 18:07:04+00:00,4106,Run,"Sandwell, United Kingdom",13.37,4.72,1 h 3 m
2461878,Mark Pearce,13140616052,Morning Run,,2024-12-18 09:16:42+00:00,2957,Run,"Sandwell, United Kingdom",10.3,4.55,46 m 48 s
2461878,Mark Pearce,13217938891,Afternoon Run,,2024-12-29 16:02:57+00:00,4239,Run,"Sandwell, United Kingdom",16.1,4.23,1 h 8 m
2461878,Mark Pearce,13207169067,Morning Run,,2024-12-28 10:39:12+00:00,3674,Run,"South Cambridgeshire, United Kingdom",16.45,3.65,1 h 0 m
2461878,Mark Pearce,13201572525,Afternoon Run,,2024-12-27 14:37:47+00:00,4024,Run,"South Cambridgeshire, United Kingdom",16.11,4.12,1 h 6 m
2461878,Mark Pearce,13192409831,A great sporting venue,The hotly-contested midland sailing club boxing day race went ahead on the water as hardy festive athletes chased their dreams along the foggy bank. Inspiring.,2024-12-26 10:12:39+00:00,3173,Run,"Birmingham, United Kingdom",15.01,3.52,52 m 53 s
2461878,Mark Pearce,13175159087,Afternoon Run,,2024-12-23 14:40:12+00:00,3519,Run,"Walsall, United Kingdom",12.63,4.2,53 m 4 s
1861424,Malindi Elmore,12872067406,Afternoon Run,,2024-11-10 22:59:56+00:00,2029,Run,"Kelowna, Canada",6.33,5.25,33 m 16 s
1861424,Malindi Elmore,12860814735,Morning Run,,2024-11-09 14:35:19+00:00,3508,Run,"Kelowna, Canada",12.01,4.78,57 m 25 s
1861424,Malindi Elmore,12855134691,Afternoon Run,,2024-11-08 21:51:05+00:00,2734,Run,"Kelowna, Canada",6.13,4.87,29 m 50 s
1861424,Malindi Elmore,12852927679,Morning Run,,2024-11-08 15:12:48+00:00,1919,Run,"Kelowna, Canada",6.24,5.02,31 m 18 s
1861424,Malindi Elmore,12846799911,MWMLR with pick ups,,2024-11-07 16:51:57+00:00,7797,Run,"Kelowna, Canada",28.01,4.0,1 h 51 m
1861424,Malindi Elmore,12841393379,Afternoon Run,,2024-11-07 00:21:03+00:00,2327,Run,"Kelowna, Canada",8.01,4.8,38 m 28 s
1861424,Malindi Elmore,12839004115,Wrist HR errors messing with my Strava Fitness/Freshness algorithm,,2024-11-06 17:17:10+00:00,4881,Run,"Kelowna, Canada",16.0,4.97,1 h 19 m
1861424,Malindi Elmore,12833090334,Afternoon Run,,2024-11-05 22:18:19+00:00,6148,Run,"Kelowna, Canada",14.0,4.38,1 h 1 m
1861424,Malindi Elmore,12829574806,Morning Run,,2024-11-05 14:54:09+00:00,4461,Run,"Kelowna, Canada",16.43,3.97,1 h 5 m
1861424,Malindi Elmore,12822365142,Morning Run,,2024-11-04 16:34:17+00:00,4116,Run,"Kelowna, Canada",12.0,5.37,1 h 4 m
1861424,Malindi Elmore,12925193345,Shorter LR this week can only mean one thing… taper has begun,Crossed through 6000km for 2024 in the first km today.,2024-11-17 18:19:12+00:00,7635,Run,"Lake Country, Canada",29.0,4.02,1 h 56 m
1861424,Malindi Elmore,12916394891,Morning Run,,2024-11-16 17:37:05+00:00,5026,Run,"Kelowna, Canada",16.37,4.8,1 h 18 m
1861424,Malindi Elmore,12908285834,Morning Run,,2024-11-15 17:17:02+00:00,6136,Run,"Kelowna, Canada",20.0,4.22,1 h 24 m
1861424,Malindi Elmore,12903571152,Afternoon Run,,2024-11-15 00:38:16+00:00,1926,Run,"Kelowna, Canada",6.01,5.33,32 m 6 s
1861424,Malindi Elmore,12903570196,Lunch Run,,2024-11-14 19:26:15+00:00,3968,Run,"Kelowna, Canada",11.97,5.13,1 h 1 m
1861424,Malindi Elmore,12895752058,Afternoon Run,,2024-11-14 00:20:58+00:00,2127,Run,"Kelowna, Canada",6.99,4.98,34 m 50 s
1861424,Malindi Elmore,12893912915,Morning Run,,2024-11-13 17:00:44+00:00,4871,Run,"Kelowna, Canada",16.0,4.93,1 h 18 m
1861424,Malindi Elmore,12888488863,Afternoon Run,,2024-11-13 00:22:45+00:00,2172,Run,"Kelowna, Canada",7.53,4.72,35 m 36 s
1861424,Malindi Elmore,12878568421,Cool down,38.5k total,2024-11-11 19:50:21+00:00,1179,Run,"Lake Country, Canada",4.0,4.67,18 m 41 s
1861424,Malindi Elmore,12878359860,10 miles on the path/4k/3k/2k/1k on road,It’s been a week but getting the work done,2024-11-11 18:06:43+00:00,5984,Run,"Lake Country, Canada",26.46,3.7,1 h 37 m
1861424,Malindi Elmore,12877393817,Warm up,,2024-11-11 17:19:22+00:00,2243,Run,"Lake Country, Canada",8.0,4.62,36 m 54 s
1861424,Malindi Elmore,12970593832,Morning Run,,2024-11-24 09:27:58+00:00,1311,Run,"Valencia, Spain",4.23,4.62,19 m 36 s
1861424,Malindi Elmore,12970590128,Nip the jet lag with a workout,5-3-1km I have never seen so many joggers in a park in my life! Dodging runners everywhere - active and fit city!,2024-11-24 08:50:46+00:00,2161,Run,"Valencia, Spain",9.48,3.62,34 m 22 s
1861424,Malindi Elmore,12970584114,Morning Run,,2024-11-24 08:12:59+00:00,1998,Run,"Valencia, Spain",5.03,5.02,25 m 13 s
1861424,Malindi Elmore,12964476998,Lunch Run,,2024-11-23 10:57:48+00:00,4507,Run,"Valencia, Spain",12.46,4.98,1 h 2 m
